Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,EMA_30,EMA_60,EMA_200,rsi_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Momentum_10
2020-01-02 00:00:00-05:00,143.86000061035156,144.2100067138672,143.39999389648438,143.9499969482422,7733800,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,
2020-01-03 00:00:00-05:00,145.75,146.32000732421875,145.39999389648438,145.86000061035156,12272800,0.0,0.0,0.0,,,,100.0,0.042852646265259864,0.023807025702922147,0.019045620562337717,,,,
2020-01-06 00:00:00-05:00,148.44000244140625,148.47999572753906,146.9499969482422,147.38999938964844,14403300,0.0,0.0,0.0,,,,100.0,0.10204794762398706,0.05587297730991596,0.0461749703140711,,,,
2020-01-07 00:00:00-05:00,147.57000732421875,148.13999938964844,147.42999267578125,147.97000122070312,7978500,0.0,0.0,0.0,,,,100.0,0.14741094021422896,0.0868817723317022,0.060529167882526755,,,,
2020-01-08 00:00:00-05:00,148.49000549316406,148.61000061035156,146.13999938964844,146.86000061035156,22248500,0.0,0.0,0.0,,,,95.44659766825123,0.12478766164753097,0.09815791741613485,0.02662974423139612,,,,
2020-01-09 00:00:00-05:00,146.07000732421875,146.41000366210938,145.44000244140625,146.02999877929688,10292300,0.0,0.0,0.0,,,,92.07063466415582,0.07335104568983297,0.09143387594292006,-0.018082830253087087,,,,
2020-01-10 00:00:00-05:00,146.22000122070312,146.99000549316406,146.1699981689453,146.91000366210938,6183300,0.0,0.0,0.0,,,,92.37843705051237,0.0789665006712994,0.08827871586097982,-0.009312215189680423,,,,
2020-01-13 00:00:00-05:00,146.35000610351562,146.3800048828125,145.77999877929688,145.82000732421875,7593800,0.0,0.0,0.0,,,,87.8306084723447,0.029622142061725754,0.0741824381399043,-0.044560296078178546,,,,
2020-01-14 00:00:00-05:00,145.4199981689453,145.80999755859375,145.0800018310547,145.69000244140625,6589700,0.0,0.0,0.0,,,,87.2787075859301,-0.011448627405599154,0.0544012371809862,-0.06584986458658536,,,,
2020-01-15 00:00:00-05:00,146.2100067138672,146.72999572753906,145.82000732421875,146.5399932861328,6510000,0.0,0.0,0.0,,,,87.81770131285208,0.0033659060439674704,0.042966360409387276,-0.039600454365419806,,,,
2020-01-16 00:00:00-05:00,146.27000427246094,146.47000122070312,145.75999450683594,146.30999755859375,6069100,0.0,0.0,0.0,,,,86.74668626488354,0.001770765111871242,0.03395299954728889,-0.03218223443541765,,,,0.01639458603948496
2020-01-17 00:00:00-05:00,146.50999450683594,146.99000549316406,146.30999755859375,146.5800018310547,11121100,0.0,0.0,0.0,,,,86.94793277642965,0.01540879088310021,0.029970481240303583,-0.014561690357203373,,,,0.004936248578707447
2020-01-21 00:00:00-05:00,145.77000427246094,146.86000061035156,145.5500030517578,146.74000549316406,6086100,0.0,0.0,0.0,,,,87.07320040842058,0.034357030292596846,0.03089882742182124,0.003458202870775605,,,,-0.00441002713329286
2020-01-22 00:00:00-05:00,146.67999267578125,146.80999755859375,146.3800048828125,146.7899932861328,4778200,0.0,0.0,0.0,,,,87.1148076758349,0.05099091489614693,0.03510210711247303,0.0158888077836739,,,,-0.007974643000849047
2020-01-23 00:00:00-05:00,147.0,147.6199951171875,146.6199951171875,147.1199951171875,8419800,0.0,0.0,0.0,,,,87.40306486138637,0.08246760868166803,0.04492066730137495,0.037546941380293075,,,,0.001770356160665898
2020-01-24 00:00:00-05:00,146.89999389648438,148.3800048828125,146.88999938964844,147.97999572753906,9919900,0.0,0.0,0.0,,,,88.14724107007173,0.15747415446537616,0.06808333589445456,0.0893908185709216,,,,0.01335339974349603
2020-01-27 00:00:00-05:00,149.24000549316406,149.32000732421875,148.4600067138672,148.99000549316406,9988100,0.0,0.0,0.0,,,,88.97127958785295,0.2752268615242599,0.11046642330373178,0.1647604382205281,,,,0.014158340339019082
2020-01-28 00:00:00-05:00,148.36000061035156,148.55999755859375,147.52999877929688,147.66000366210938,7543100,0.0,0.0,0.0,,,,80.98668227957606,0.2781712215152652,0.1446226875008811,0.1335485340143841,,,,0.012618270782277063
2020-01-29 00:00:00-05:00,147.6999969482422,148.55999755859375,147.61000061035156,148.4600067138672,5013100,0.0,0.0,0.0,,,,82.03126940060845,0.32836977917330046,0.1819094649295525,0.14646031424374795,,,,0.019013001757447245
2020-01-30 00:00:00-05:00,148.69000244140625,149.30999755859375,148.00999450683594,148.47000122070312,9119500,0.0,0.0,0.0,,,,82.04454144028993,0.3637491420017227,0.21870158460371056,0.14504755739801214,146.90600051879883,149.25611035896927,144.5558906786284,0.01317052015146336
2020-01-31 00:00:00-05:00,148.8800048828125,149.67999267578125,148.80999755859375,149.3300018310547,14788300,0.0,0.0,0.0,,,,83.19477659729267,0.4436215335266809,0.2641043409011344,0.1795171926255465,147.17500076293945,149.32343617234466,145.02656535353424,0.020641134049991905
2020-02-03 00:00:00-05:00,148.66000366210938,148.77999877929688,147.67999267578125,148.36000061035156,9105300,0.0,0.0,0.0,,,,77.18855626994801,0.43510960240269014,0.29855962834926225,0.1365499740534279,147.30000076293945,149.4169712448904,145.1830302809885,0.012143530884577647
2020-02-04 00:00:00-05:00,146.97000122070312,147.02999877929688,145.8000030517578,146.42999267578125,10525600,0.0,0.0,0.0,,,,66.84756258029553,0.2922290858074632,0.2972860016760106,-0.005056915868547396,147.2520004272461,149.403629566503,145.10037128798916,-0.0021126673420852615
2020-02-05 00:00:00-05:00,146.3800048828125,146.80999755859375,146.16000366210938,146.61000061035156,6160700,0.0,0.0,0.0,,,,67.28774938284624,0.19018269353310302,0.27576370386963395,-0.08558101033653093,147.18400039672852,149.3260270474425,145.04197374601455,-0.0012261917297754499
2020-02-06 00:00:00-05:00,147.27999877929688,147.6300048828125,147.0,147.39999389648438,4819800,0.0,0.0,0.0,,,,69.21934347065094,0.1635004831487663,0.2532259143640531,-0.08972543121528681,147.21100006103515,149.34944115637654,145.07255896569376,0.001903200031198038
2020-02-07 00:00:00-05:00,147.8300018310547,148.17999267578125,147.33999633789062,147.7899932861328,6379300,0.0,0.0,0.0,,,,70.15622444184271,0.16819803515858212,0.23616878651730291,-0.0679707513587208,147.29899978637695,149.37680273056688,145.22119684218703,-0.001283973826814333
2020-02-10 00:00:00-05:00,148.2100067138672,148.4499969482422,147.91000366210938,148.1699981689453,5793600,0.0,0.0,0.0,,,,71.07989342763477,0.19682820364980103,0.228281599896703,-0.031453396246901966,147.36199951171875,149.46637840473804,145.25762061869946,-0.005503774038429499
2020-02-11 00:00:00-05:00,148.02999877929688,148.16000366210938,147.00999450683594,147.66000366210938,5179400,0.0,0.0,0.0,,,,68.03644991610815,0.18039090834048466,0.2186848988660047,-0.038293990525520044,147.4539993286133,149.43159687357567,145.4764017836509,0.0
2020-02-12 00:00:00-05:00,147.4199981689453,147.80999755859375,147.16000366210938,147.5399932861328,5040600,0.0,0.0,0.0,,,,67.30613343598608,0.15681703237379452,0.20629214871555254,-0.049475116341758024,147.5464988708496,149.34130564086962,145.7516921008296,-0.0061970455754293274
2020-02-13 00:00:00-05:00,148.24000549316406,148.5800018310547,147.9499969482422,148.3800048828125,7082100,0.0,0.0,0.0,147.19299977620443,,,69.75348295203504,0.1976037920334477,0.20455232357993483,-0.006948531546487141,147.63849945068358,149.40447736788698,145.87252153348018,-0.000606158396650458
2020-02-14 00:00:00-05:00,148.74000549316406,149.1300048828125,148.6300048828125,149.0,5345400,0.0,0.0,0.0,147.36133321126303,,,71.45208549423411,0.272514733777399,0.21815828030631113,0.05435645347108786,147.77299957275392,149.5226269815712,146.02337216393664,-0.002209882990747092
2020-02-18 00:00:00-05:00,149.8800048828125,151.08999633789062,149.47000122070312,150.91000366210938,11524900,0.0,0.0,0.0,147.5296666463216,,,75.93563020211347,0.46848944521281055,0.26826421129604483,0.20022523391676572,147.98949966430663,150.1426264766714,145.83637285194186,0.01718794177181948
2020-02-19 00:00:00-05:00,151.0,151.82000732421875,150.82000732421875,151.7899932861328,9269800,0.0,0.0,0.0,147.67633310953775,,,77.67527755376801,0.6814184295441521,0.3509474616816563,0.3304709678624958,148.24199905395508,150.90275414399036,145.5812439639198,0.036604526930622994
2020-02-20 00:00:00-05:00,152.0,152.8300018310547,151.9499969482422,152.41000366210938,8457300,0.0,0.0,0.0,147.82433319091797,,,78.83615757322153,0.8862013897614531,0.45805255603247214,0.428148833728981,148.52299957275392,151.67904305407532,145.3669560914325,0.03956076002736397
2020-02-21 00:00:00-05:00,154.42999267578125,155.22000122070312,154.17999267578125,154.6999969482422,16344500,0.0,0.0,0.0,148.08566640218098,,,82.46333090895635,1.2075308618910299,0.6080090467835465,0.5995218151074834,148.90199966430663,153.0219627032944,144.78203662531885,0.049525124518556174
2020-02-24 00:00:00-05:00,158.5,158.52999877929688,155.36000061035156,156.08999633789062,27171000,0.0,0.0,0.0,148.4209996541341,,,84.23005617873858,1.5495062310389756,0.7963696101322165,0.753136620906759,149.30749969482423,154.50173846236407,144.1132609272844,0.05616079185881251
2020-02-25 00:00:00-05:00,155.1199951171875,156.0800018310547,152.91000366210938,153.3000030517578,28091500,0.0,0.0,0.0,148.63399963378907,,,69.16754144463317,1.5885004009414843,0.9548369087569116,0.6336634921845726,149.52299957275392,155.0110925080726,144.03490663743523,0.03462242657898407
2020-02-26 00:00:00-05:00,153.82000732421875,155.27999877929688,152.89999389648438,153.97000122070312,17912500,0.0,0.0,0.0,148.9056660970052,,,70.53042696971936,1.6515661272321154,1.09421169946347,0.5573544277686453,149.8384994506836,155.59460002679756,144.08239887456963,0.042733288650276036
